split,cohort,source,model,n_samples,metric,target,value,is_best
test,All,paper,MLP,102484,r2,bram,0.32,False
test,All,paper,MLP,102484,r2,dsp,0.03,False
test,All,paper,MLP,102484,r2,ff,0.2,False
test,All,paper,MLP,102484,r2,lut,0.49,False
test,All,paper,MLP,102484,r2,cycles_max,0.54,False
test,All,paper,MLP,102484,r2,interval_max,0.56,False
test,All,paper,MLP,102484,smape,bram,33.9,False
test,All,paper,MLP,102484,smape,dsp,105.7,False
test,All,paper,MLP,102484,smape,ff,24.9,False
test,All,paper,MLP,102484,smape,lut,15.5,False
test,All,paper,MLP,102484,smape,cycles_max,31.8,False
test,All,paper,MLP,102484,smape,interval_max,25.8,False
test,All,paper,MLP,102484,rmse,bram,12.5,True
test,All,paper,MLP,102484,rmse,dsp,590.4,False
test,All,paper,MLP,102484,rmse,ff,31897.9,False
test,All,paper,MLP,102484,rmse,lut,40463.1,True
test,All,paper,MLP,102484,rmse,cycles_max,450879.5,False
test,All,paper,MLP,102484,rmse,interval_max,221524.7,False
test,All,paper,GNN,102484,r2,bram,0.51,False
test,All,paper,GNN,102484,r2,dsp,0.89,True
test,All,paper,GNN,102484,r2,ff,0.74,False
test,All,paper,GNN,102484,r2,lut,0.73,False
test,All,paper,GNN,102484,r2,cycles_max,0.89,False
test,All,paper,GNN,102484,r2,interval_max,0.91,False
test,All,paper,GNN,102484,smape,bram,19.5,False
test,All,paper,GNN,102484,smape,dsp,15.1,False
test,All,paper,GNN,102484,smape,ff,11.6,False
test,All,paper,GNN,102484,smape,lut,11.4,False
test,All,paper,GNN,102484,smape,cycles_max,15.7,False
test,All,paper,GNN,102484,smape,interval_max,13.4,True
test,All,paper,GNN,102484,rmse,bram,48.0,False
test,All,paper,GNN,102484,rmse,dsp,580.0,False
test,All,paper,GNN,102484,rmse,ff,55087.6,False
test,All,paper,GNN,102484,rmse,lut,104945.7,False
test,All,paper,GNN,102484,rmse,cycles_max,227987.8,False
test,All,paper,GNN,102484,rmse,interval_max,201369.9,False
test,All,paper,Transformer,102484,r2,bram,0.39,False
test,All,paper,Transformer,102484,r2,dsp,0.29,False
test,All,paper,Transformer,102484,r2,ff,0.72,False
test,All,paper,Transformer,102484,r2,lut,0.67,False
test,All,paper,Transformer,102484,r2,cycles_max,0.95,True
test,All,paper,Transformer,102484,r2,interval_max,0.95,True
test,All,paper,Transformer,102484,smape,bram,14.1,True
test,All,paper,Transformer,102484,smape,dsp,10.8,True
test,All,paper,Transformer,102484,smape,ff,2.9,True
test,All,paper,Transformer,102484,smape,lut,2.9,True
test,All,paper,Transformer,102484,smape,cycles_max,10.1,True
test,All,paper,Transformer,102484,smape,interval_max,14.1,False
test,All,paper,Transformer,102484,rmse,bram,53.7,False
test,All,paper,Transformer,102484,rmse,dsp,1472.3,False
test,All,paper,Transformer,102484,rmse,ff,57138.2,False
test,All,paper,Transformer,102484,rmse,lut,115943.6,False
test,All,paper,Transformer,102484,rmse,cycles_max,147137.7,True
test,All,paper,Transformer,102484,rmse,interval_max,150688.4,True
test,All,run,Hierarchy only,593,r2,bram,0.66669178006274,False
test,All,run,Hierarchy only,593,r2,dsp,0.8420116940467298,False
test,All,run,Hierarchy only,593,r2,ff,0.8680950149629386,False
test,All,run,Hierarchy only,593,r2,lut,0.6988047531539324,False
test,All,run,Hierarchy only,593,r2,cycles_max,0.403120928564755,False
test,All,run,Hierarchy only,593,r2,interval_max,0.3313264005896881,False
test,All,run,Hierarchy only,593,smape,bram,29.090659507349933,False
test,All,run,Hierarchy only,593,smape,dsp,19.244566498407806,False
test,All,run,Hierarchy only,593,smape,ff,23.169023828426372,False
test,All,run,Hierarchy only,593,smape,lut,24.50942087262697,False
test,All,run,Hierarchy only,593,smape,cycles_max,27.582850994425407,False
test,All,run,Hierarchy only,593,smape,interval_max,23.721761316439085,False
test,All,run,Hierarchy only,593,rmse,bram,24.768699426665442,False
test,All,run,Hierarchy only,593,rmse,dsp,443.2388719343344,False
test,All,run,Hierarchy only,593,rmse,ff,25292.861692763643,False
test,All,run,Hierarchy only,593,rmse,lut,70584.96800654453,False
test,All,run,Hierarchy only,593,rmse,cycles_max,731547.3006350474,False
test,All,run,Hierarchy only,593,rmse,interval_max,774445.1910139268,False
test,All,run,High-level only,593,r2,bram,0.644861068637244,False
test,All,run,High-level only,593,r2,dsp,0.31386789614338495,False
test,All,run,High-level only,593,r2,ff,0.7390516783617744,False
test,All,run,High-level only,593,r2,lut,0.5922778457974855,False
test,All,run,High-level only,593,r2,cycles_max,0.39473104003635007,False
test,All,run,High-level only,593,r2,interval_max,0.3832385204388027,False
test,All,run,High-level only,593,smape,bram,23.84584245338362,False
test,All,run,High-level only,593,smape,dsp,24.315640171316073,False
test,All,run,High-level only,593,smape,ff,24.0802558351183,False
test,All,run,High-level only,593,smape,lut,20.533095561747565,False
test,All,run,High-level only,593,smape,cycles_max,25.502387392904648,False
test,All,run,High-level only,593,smape,interval_max,34.99823176870447,False
test,All,run,High-level only,593,rmse,bram,25.566974164413516,False
test,All,run,High-level only,593,rmse,dsp,923.6963762927978,False
test,All,run,High-level only,593,rmse,ff,35574.97623750513,False
test,All,run,High-level only,593,rmse,lut,82124.04272711446,False
test,All,run,High-level only,593,rmse,cycles_max,736670.7694686281,False
test,All,run,High-level only,593,rmse,interval_max,743776.1014506489,False
test,All,run,Late fusion,593,r2,bram,0.7919762699096558,True
test,All,run,Late fusion,593,r2,dsp,0.886711149954288,False
test,All,run,Late fusion,593,r2,ff,0.9693291312129798,True
test,All,run,Late fusion,593,r2,lut,0.8562865752949642,True
test,All,run,Late fusion,593,r2,cycles_max,0.7239553455176875,False
test,All,run,Late fusion,593,r2,interval_max,0.779407842753946,False
test,All,run,Late fusion,593,smape,bram,19.379955184079492,False
test,All,run,Late fusion,593,smape,dsp,13.138072605263021,False
test,All,run,Late fusion,593,smape,ff,13.491143886724988,False
test,All,run,Late fusion,593,smape,lut,14.927085978145591,False
test,All,run,Late fusion,593,smape,cycles_max,16.31338300946175,False
test,All,run,Late fusion,593,smape,interval_max,19.334899569561497,False
test,All,run,Late fusion,593,rmse,bram,19.56755803488432,False
test,All,run,Late fusion,593,rmse,dsp,375.3349046584573,True
test,All,run,Late fusion,593,rmse,ff,12196.364739733397,True
test,All,run,Late fusion,593,rmse,lut,48756.98414864334,False
test,All,run,Late fusion,593,rmse,cycles_max,497495.2141613122,False
test,All,run,Late fusion,593,rmse,interval_max,444814.1896644078,False
test,Dense,paper,MLP,91307,r2,bram,0.47,False
test,Dense,paper,MLP,91307,r2,dsp,0.03,False
test,Dense,paper,MLP,91307,r2,ff,0.13,False
test,Dense,paper,MLP,91307,r2,lut,0.49,False
test,Dense,paper,MLP,91307,r2,cycles_max,0.74,False
test,Dense,paper,MLP,91307,r2,interval_max,0.77,False
test,Dense,paper,MLP,91307,smape,bram,33.3,False
test,Dense,paper,MLP,91307,smape,dsp,106.6,False
test,Dense,paper,MLP,91307,smape,ff,24.5,False
test,Dense,paper,MLP,91307,smape,lut,14.8,False
test,Dense,paper,MLP,91307,smape,cycles_max,30.9,False
test,Dense,paper,MLP,91307,smape,interval_max,24.8,False
test,Dense,paper,MLP,91307,rmse,bram,9.3,True
test,Dense,paper,MLP,91307,rmse,dsp,603.0,False
test,Dense,paper,MLP,91307,rmse,ff,31441.0,False
test,Dense,paper,MLP,91307,rmse,lut,41221.3,True
test,Dense,paper,MLP,91307,rmse,cycles_max,1548.5,False
test,Dense,paper,MLP,91307,rmse,interval_max,639.8,False
test,Dense,paper,GNN,91307,r2,bram,-0.51,False
test,Dense,paper,GNN,91307,r2,dsp,-0.74,False
test,Dense,paper,GNN,91307,r2,ff,0.73,False
test,Dense,paper,GNN,91307,r2,lut,0.73,False
test,Dense,paper,GNN,91307,r2,cycles_max,0.82,False
test,Dense,paper,GNN,91307,r2,interval_max,0.91,False
test,Dense,paper,GNN,91307,smape,bram,24.6,False
test,Dense,paper,GNN,91307,smape,dsp,23.9,False
test,Dense,paper,GNN,91307,smape,ff,11.8,False
test,Dense,paper,GNN,91307,smape,lut,11.6,False
test,Dense,paper,GNN,91307,smape,cycles_max,15.8,False
test,Dense,paper,GNN,91307,smape,interval_max,13.4,True
test,Dense,paper,GNN,91307,rmse,bram,86.1,False
test,Dense,paper,GNN,91307,rmse,dsp,18950.8,False
test,Dense,paper,GNN,91307,rmse,ff,56341.8,False
test,Dense,paper,GNN,91307,rmse,lut,107544.5,False
test,Dense,paper,GNN,91307,rmse,cycles_max,1304.9,False
test,Dense,paper,GNN,91307,rmse,interval_max,415.1,False
test,Dense,paper,Transformer,91307,r2,bram,0.39,False
test,Dense,paper,Transformer,91307,r2,dsp,0.29,False
test,Dense,paper,Transformer,91307,r2,ff,0.71,False
test,Dense,paper,Transformer,91307,r2,lut,0.67,False
test,Dense,paper,Transformer,91307,r2,cycles_max,0.95,False
test,Dense,paper,Transformer,91307,r2,interval_max,0.91,False
test,Dense,paper,Transformer,91307,smape,bram,13.6,True
test,Dense,paper,Transformer,91307,smape,dsp,10.2,True
test,Dense,paper,Transformer,91307,smape,ff,2.7,True
test,Dense,paper,Transformer,91307,smape,lut,2.7,True
test,Dense,paper,Transformer,91307,smape,cycles_max,9.9,True
test,Dense,paper,Transformer,91307,smape,interval_max,14.1,False
test,Dense,paper,Transformer,91307,rmse,bram,54.9,False
test,Dense,paper,Transformer,91307,rmse,dsp,1509.2,False
test,Dense,paper,Transformer,91307,rmse,ff,58463.5,False
test,Dense,paper,Transformer,91307,rmse,lut,118826.6,False
test,Dense,paper,Transformer,91307,rmse,cycles_max,659.7,False
test,Dense,paper,Transformer,91307,rmse,interval_max,395.6,False
test,Dense,run,Hierarchy only,514,r2,bram,0.5365215063168689,False
test,Dense,run,Hierarchy only,514,r2,dsp,0.8408624570243111,False
test,Dense,run,Hierarchy only,514,r2,ff,0.9434034136474099,False
test,Dense,run,Hierarchy only,514,r2,lut,0.6918992062852014,False
test,Dense,run,Hierarchy only,514,r2,cycles_max,0.9588529882728373,False
test,Dense,run,Hierarchy only,514,r2,interval_max,0.989032330214795,True
test,Dense,run,Hierarchy only,514,smape,bram,28.258074307260486,False
test,Dense,run,Hierarchy only,514,smape,dsp,20.218872593318785,False
test,Dense,run,Hierarchy only,514,smape,ff,24.160420937655417,False
test,Dense,run,Hierarchy only,514,smape,lut,26.33875121164702,False
test,Dense,run,Hierarchy only,514,smape,cycles_max,23.027023383782,False
test,Dense,run,Hierarchy only,514,smape,interval_max,18.205650458952096,False
test,Dense,run,Hierarchy only,514,rmse,bram,25.54129824621421,False
test,Dense,run,Hierarchy only,514,rmse,dsp,476.08282429084085,False
test,Dense,run,Hierarchy only,514,rmse,ff,15381.960232862746,False
test,Dense,run,Hierarchy only,514,rmse,lut,75738.88572386424,False
test,Dense,run,Hierarchy only,514,rmse,cycles_max,581.6427736859397,False
test,Dense,run,Hierarchy only,514,rmse,interval_max,153.0708271958181,True
test,Dense,run,High-level only,514,r2,bram,0.8352145279700114,False
test,Dense,run,High-level only,514,r2,dsp,0.3088772392303658,False
test,Dense,run,High-level only,514,r2,ff,0.8068678197434549,False
test,Dense,run,High-level only,514,r2,lut,0.5840192394769257,False
test,Dense,run,High-level only,514,r2,cycles_max,0.9554505988569819,False
test,Dense,run,High-level only,514,r2,interval_max,0.9406459112313319,False
test,Dense,run,High-level only,514,smape,bram,22.00740268473234,False
test,Dense,run,High-level only,514,smape,dsp,25.9250894695055,False
test,Dense,run,High-level only,514,smape,ff,25.094109333777496,False
test,Dense,run,High-level only,514,smape,lut,21.160982666925097,False
test,Dense,run,High-level only,514,smape,cycles_max,23.9574023514953,False
test,Dense,run,High-level only,514,smape,interval_max,34.89177802136458,False
test,Dense,run,High-level only,514,rmse,bram,15.229569780611762,False
test,Dense,run,High-level only,514,rmse,dsp,992.1418914799585,False
test,Dense,run,High-level only,514,rmse,ff,28414.753129310517,False
test,Dense,run,High-level only,514,rmse,lut,88005.3602761725,False
test,Dense,run,High-level only,514,rmse,cycles_max,605.2128239950816,False
test,Dense,run,High-level only,514,rmse,interval_max,356.0906471829701,False
test,Dense,run,Late fusion,514,r2,bram,0.8600575302371032,True
test,Dense,run,Late fusion,514,r2,dsp,0.8858875942383346,True
test,Dense,run,Late fusion,514,r2,ff,0.9702903096307732,True
test,Dense,run,Late fusion,514,r2,lut,0.8528416102070273,True
test,Dense,run,Late fusion,514,r2,cycles_max,0.979042667223118,True
test,Dense,run,Late fusion,514,r2,interval_max,0.9791865768241946,False
test,Dense,run,Late fusion,514,smape,bram,18.086755866158644,False
test,Dense,run,Late fusion,514,smape,dsp,13.676522504358863,False
test,Dense,run,Late fusion,514,smape,ff,13.574342929276465,False
test,Dense,run,Late fusion,514,smape,lut,15.441954862544007,False
test,Dense,run,Late fusion,514,smape,cycles_max,14.871415316561608,False
test,Dense,run,Late fusion,514,smape,interval_max,18.240601866466676,False
test,Dense,run,Late fusion,514,rmse,bram,14.03469380551888,False
test,Dense,run,Late fusion,514,rmse,dsp,403.1462460383437,True
test,Dense,run,Late fusion,514,rmse,ff,11144.629329218229,True
test,Dense,run,Late fusion,514,rmse,lut,52343.77210565073,False
test,Dense,run,Late fusion,514,rmse,cycles_max,415.1023493684687,True
test,Dense,run,Late fusion,514,rmse,interval_max,210.8662152754463,False
test,Conv1D,paper,MLP,4693,r2,bram,0.39,False
test,Conv1D,paper,MLP,4693,r2,dsp,-0.07,False
test,Conv1D,paper,MLP,4693,r2,ff,0.31,False
test,Conv1D,paper,MLP,4693,r2,lut,0.24,False
test,Conv1D,paper,MLP,4693,r2,cycles_max,0.38,False
test,Conv1D,paper,MLP,4693,r2,interval_max,0.4,False
test,Conv1D,paper,MLP,4693,smape,bram,44.7,False
test,Conv1D,paper,MLP,4693,smape,dsp,80.5,False
test,Conv1D,paper,MLP,4693,smape,ff,28.7,False
test,Conv1D,paper,MLP,4693,smape,lut,27.2,False
test,Conv1D,paper,MLP,4693,smape,cycles_max,48.4,False
test,Conv1D,paper,MLP,4693,smape,interval_max,43.8,False
test,Conv1D,paper,MLP,4693,rmse,bram,8.9,False
test,Conv1D,paper,MLP,4693,rmse,dsp,2.5,False
test,Conv1D,paper,MLP,4693,rmse,ff,14249.3,False
test,Conv1D,paper,MLP,4693,rmse,lut,8994.6,False
test,Conv1D,paper,MLP,4693,rmse,cycles_max,98637.3,False
test,Conv1D,paper,MLP,4693,rmse,interval_max,48849.3,False
test,Conv1D,paper,GNN,4693,r2,bram,0.69,False
test,Conv1D,paper,GNN,4693,r2,dsp,0.02,False
test,Conv1D,paper,GNN,4693,r2,ff,0.95,False
test,Conv1D,paper,GNN,4693,r2,lut,0.96,True
test,Conv1D,paper,GNN,4693,r2,cycles_max,0.97,True
test,Conv1D,paper,GNN,4693,r2,interval_max,0.97,True
test,Conv1D,paper,GNN,4693,smape,bram,33.7,False
test,Conv1D,paper,GNN,4693,smape,dsp,36.7,False
test,Conv1D,paper,GNN,4693,smape,ff,7.7,False
test,Conv1D,paper,GNN,4693,smape,lut,6.2,False
test,Conv1D,paper,GNN,4693,smape,cycles_max,11.0,False
test,Conv1D,paper,GNN,4693,smape,interval_max,11.1,True
test,Conv1D,paper,GNN,4693,rmse,bram,16.9,False
test,Conv1D,paper,GNN,4693,rmse,dsp,1.7,False
test,Conv1D,paper,GNN,4693,rmse,ff,5137.6,False
test,Conv1D,paper,GNN,4693,rmse,lut,3731.4,False
test,Conv1D,paper,GNN,4693,rmse,cycles_max,21648.4,True
test,Conv1D,paper,GNN,4693,rmse,interval_max,24199.6,True
test,Conv1D,paper,Transformer,4693,r2,bram,0.77,False
test,Conv1D,paper,Transformer,4693,r2,dsp,0.41,False
test,Conv1D,paper,Transformer,4693,r2,ff,0.97,True
test,Conv1D,paper,Transformer,4693,r2,lut,0.96,True
test,Conv1D,paper,Transformer,4693,r2,cycles_max,0.96,False
test,Conv1D,paper,Transformer,4693,r2,interval_max,0.96,False
test,Conv1D,paper,Transformer,4693,smape,bram,29.9,False
test,Conv1D,paper,Transformer,4693,smape,dsp,22.7,False
test,Conv1D,paper,Transformer,4693,smape,ff,7.2,True
test,Conv1D,paper,Transformer,4693,smape,lut,5.8,True
test,Conv1D,paper,Transformer,4693,smape,cycles_max,10.4,True
test,Conv1D,paper,Transformer,4693,smape,interval_max,11.2,False
test,Conv1D,paper,Transformer,4693,rmse,bram,14.5,False
test,Conv1D,paper,Transformer,4693,rmse,dsp,1.3,False
test,Conv1D,paper,Transformer,4693,rmse,ff,4275.9,True
test,Conv1D,paper,Transformer,4693,rmse,lut,3421.7,False
test,Conv1D,paper,Transformer,4693,rmse,cycles_max,24561.6,False
test,Conv1D,paper,Transformer,4693,rmse,interval_max,27547.3,False
test,Conv1D,run,Hierarchy only,55,r2,bram,0.5889686204885675,False
test,Conv1D,run,Hierarchy only,55,r2,dsp,0.8570758576312791,False
test,Conv1D,run,Hierarchy only,55,r2,ff,0.8136141267738306,False
test,Conv1D,run,Hierarchy only,55,r2,lut,0.8479418919946948,False
test,Conv1D,run,Hierarchy only,55,r2,cycles_max,0.30383142802662044,False
test,Conv1D,run,Hierarchy only,55,r2,interval_max,0.2921830152875431,False
test,Conv1D,run,Hierarchy only,55,smape,bram,36.46348568049758,False
test,Conv1D,run,Hierarchy only,55,smape,dsp,12.763120840200946,False
test,Conv1D,run,Hierarchy only,55,smape,ff,12.877353781513568,False
test,Conv1D,run,Hierarchy only,55,smape,lut,13.527313445710261,False
test,Conv1D,run,Hierarchy only,55,smape,cycles_max,51.26556989516029,False
test,Conv1D,run,Hierarchy only,55,smape,interval_max,50.38495990832303,False
test,Conv1D,run,Hierarchy only,55,rmse,bram,7.123999525558726,False
test,Conv1D,run,Hierarchy only,55,rmse,dsp,0.8853465534102438,False
test,Conv1D,run,Hierarchy only,55,rmse,ff,6963.531104107758,False
test,Conv1D,run,Hierarchy only,55,rmse,lut,4214.509707701947,False
test,Conv1D,run,Hierarchy only,55,rmse,cycles_max,116764.86023428632,False
test,Conv1D,run,Hierarchy only,55,rmse,interval_max,117737.37806408036,False
test,Conv1D,run,High-level only,55,r2,bram,0.6356600171530538,False
test,Conv1D,run,High-level only,55,r2,dsp,0.9358568094462328,False
test,Conv1D,run,High-level only,55,r2,ff,0.8633829117831826,False
test,Conv1D,run,High-level only,55,r2,lut,0.8922430853837688,False
test,Conv1D,run,High-level only,55,r2,cycles_max,0.7723271689359433,False
test,Conv1D,run,High-level only,55,r2,interval_max,0.7282732983881884,False
test,Conv1D,run,High-level only,55,smape,bram,32.717061960050046,False
test,Conv1D,run,High-level only,55,smape,dsp,10.282317815330014,False
test,Conv1D,run,High-level only,55,smape,ff,13.531772847425552,False
test,Conv1D,run,High-level only,55,smape,lut,14.16345055085458,False
test,Conv1D,run,High-level only,55,smape,cycles_max,26.81888684166726,False
test,Conv1D,run,High-level only,55,smape,interval_max,26.76930604868622,False
test,Conv1D,run,High-level only,55,rmse,bram,6.7071776479429435,False
test,Conv1D,run,High-level only,55,rmse,dsp,0.593110732428036,False
test,Conv1D,run,High-level only,55,rmse,ff,5961.774372564392,False
test,Conv1D,run,High-level only,55,rmse,lut,3547.8466609144525,False
test,Conv1D,run,High-level only,55,rmse,cycles_max,66774.48712924836,False
test,Conv1D,run,High-level only,55,rmse,interval_max,72949.11521738155,False
test,Conv1D,run,Late fusion,55,r2,bram,0.8281807586439733,True
test,Conv1D,run,Late fusion,55,r2,dsp,0.9529381314315943,True
test,Conv1D,run,Late fusion,55,r2,ff,0.8930125198655093,False
test,Conv1D,run,Late fusion,55,r2,lut,0.9284852282984482,False
test,Conv1D,run,Late fusion,55,r2,cycles_max,0.8992727866570824,False
test,Conv1D,run,Late fusion,55,r2,interval_max,0.888386376495907,False
test,Conv1D,run,Late fusion,55,smape,bram,25.751445458907657,True
test,Conv1D,run,Late fusion,55,smape,dsp,8.993158705960067,True
test,Conv1D,run,Late fusion,55,smape,ff,11.444948304267815,False
test,Conv1D,run,Late fusion,55,smape,lut,10.848301568560554,False
test,Conv1D,run,Late fusion,55,smape,cycles_max,20.28294905815007,False
test,Conv1D,run,Late fusion,55,smape,interval_max,21.52180234297128,False
test,Conv1D,run,Late fusion,55,rmse,bram,4.605982580056441,True
test,Conv1D,run,Late fusion,55,rmse,dsp,0.5080367005516321,True
test,Conv1D,run,Late fusion,55,rmse,ff,5275.8143258495875,False
test,Conv1D,run,Late fusion,55,rmse,lut,2890.2815166934215,True
test,Conv1D,run,Late fusion,55,rmse,cycles_max,44414.86707342563,False
test,Conv1D,run,Late fusion,55,rmse,interval_max,46753.321946428834,False
test,Conv2D,paper,MLP,6484,r2,bram,-0.5,False
test,Conv2D,paper,MLP,6484,r2,dsp,0.15,False
test,Conv2D,paper,MLP,6484,r2,ff,0.51,False
test,Conv2D,paper,MLP,6484,r2,lut,0.41,False
test,Conv2D,paper,MLP,6484,r2,cycles_max,0.33,False
test,Conv2D,paper,MLP,6484,r2,interval_max,0.35,False
test,Conv2D,paper,MLP,6484,smape,bram,51.5,False
test,Conv2D,paper,MLP,6484,smape,dsp,87.0,False
test,Conv2D,paper,MLP,6484,smape,ff,41.8,False
test,Conv2D,paper,MLP,6484,smape,lut,34.4,False
test,Conv2D,paper,MLP,6484,smape,cycles_max,56.1,False
test,Conv2D,paper,MLP,6484,smape,interval_max,54.7,False
test,Conv2D,paper,MLP,6484,rmse,bram,59.6,False
test,Conv2D,paper,MLP,6484,rmse,dsp,6.0,False
test,Conv2D,paper,MLP,6484,rmse,ff,57190.7,False
test,Conv2D,paper,MLP,6484,rmse,lut,18547.8,False
test,Conv2D,paper,MLP,6484,rmse,cycles_max,3181122.1,False
test,Conv2D,paper,MLP,6484,rmse,interval_max,1562928.9,False
test,Conv2D,paper,GNN,6484,r2,bram,0.44,False
test,Conv2D,paper,GNN,6484,r2,dsp,0.51,False
test,Conv2D,paper,GNN,6484,r2,ff,0.92,False
test,Conv2D,paper,GNN,6484,r2,lut,0.95,False
test,Conv2D,paper,GNN,6484,r2,cycles_max,0.84,False
test,Conv2D,paper,GNN,6484,r2,interval_max,0.88,False
test,Conv2D,paper,GNN,6484,smape,bram,31.2,False
test,Conv2D,paper,GNN,6484,smape,dsp,34.8,False
test,Conv2D,paper,GNN,6484,smape,ff,8.8,False
test,Conv2D,paper,GNN,6484,smape,lut,6.7,True
test,Conv2D,paper,GNN,6484,smape,cycles_max,19.5,False
test,Conv2D,paper,GNN,6484,smape,interval_max,18.5,False
test,Conv2D,paper,GNN,6484,rmse,bram,27.4,False
test,Conv2D,paper,GNN,6484,rmse,dsp,5.5,False
test,Conv2D,paper,GNN,6484,rmse,ff,24145.3,False
test,Conv2D,paper,GNN,6484,rmse,lut,15283.9,False
test,Conv2D,paper,GNN,6484,rmse,cycles_max,1549792.9,False
test,Conv2D,paper,GNN,6484,rmse,interval_max,1365427.3,False
test,Conv2D,paper,Transformer,6484,r2,bram,0.79,False
test,Conv2D,paper,Transformer,6484,r2,dsp,0.55,False
test,Conv2D,paper,Transformer,6484,r2,ff,0.93,False
test,Conv2D,paper,Transformer,6484,r2,lut,0.96,False
test,Conv2D,paper,Transformer,6484,r2,cycles_max,0.93,True
test,Conv2D,paper,Transformer,6484,r2,interval_max,0.93,True
test,Conv2D,paper,Transformer,6484,smape,bram,18.8,True
test,Conv2D,paper,Transformer,6484,smape,dsp,25.3,False
test,Conv2D,paper,Transformer,6484,smape,ff,8.0,True
test,Conv2D,paper,Transformer,6484,smape,lut,6.8,False
test,Conv2D,paper,Transformer,6484,smape,cycles_max,16.3,True
test,Conv2D,paper,Transformer,6484,smape,interval_max,16.9,True
test,Conv2D,paper,Transformer,6484,rmse,bram,16.7,True
test,Conv2D,paper,Transformer,6484,rmse,dsp,5.3,False
test,Conv2D,paper,Transformer,6484,rmse,ff,22659.7,True
test,Conv2D,paper,Transformer,6484,rmse,lut,12971.7,False
test,Conv2D,paper,Transformer,6484,rmse,cycles_max,999953.4,True
test,Conv2D,paper,Transformer,6484,rmse,interval_max,1024014.3,True
test,Conv2D,run,Hierarchy only,24,r2,bram,0.9192713947583515,True
test,Conv2D,run,Hierarchy only,24,r2,dsp,0.8892484680714485,True
test,Conv2D,run,Hierarchy only,24,r2,ff,0.5907416243153807,False
test,Conv2D,run,Hierarchy only,24,r2,lut,0.8984497666459161,False
test,Conv2D,run,Hierarchy only,24,r2,cycles_max,0.11735088068307553,False
test,Conv2D,run,Hierarchy only,24,r2,interval_max,0.010581117454691924,False
test,Conv2D,run,Hierarchy only,24,smape,bram,30.025799229135576,False
test,Conv2D,run,Hierarchy only,24,smape,dsp,13.231490599121804,False
test,Conv2D,run,Hierarchy only,24,smape,ff,25.521679596612866,False
test,Conv2D,run,Hierarchy only,24,smape,lut,10.49859229863163,False
test,Conv2D,run,Hierarchy only,24,smape,cycles_max,70.88059484152085,False
test,Conv2D,run,Hierarchy only,24,smape,interval_max,80.75530540788478,False
test,Conv2D,run,Hierarchy only,24,rmse,bram,32.72064160524182,False
test,Conv2D,run,Hierarchy only,24,rmse,dsp,4.807941956663231,True
test,Conv2D,run,Hierarchy only,24,rmse,ff,103093.28328166631,False
test,Conv2D,run,Hierarchy only,24,rmse,lut,14421.247882000456,False
test,Conv2D,run,Hierarchy only,24,rmse,cycles_max,3632037.3987710103,False
test,Conv2D,run,Hierarchy only,24,rmse,interval_max,3845443.3416358754,False
test,Conv2D,run,High-level only,24,r2,bram,0.16449651216036698,False
test,Conv2D,run,High-level only,24,r2,dsp,0.4272382379318924,False
test,Conv2D,run,High-level only,24,r2,ff,0.4648672668741044,False
test,Conv2D,run,High-level only,24,r2,lut,0.6376237607378406,False
test,Conv2D,run,High-level only,24,r2,cycles_max,0.10350790965307011,False
test,Conv2D,run,High-level only,24,r2,interval_max,0.08624973965713412,False
test,Conv2D,run,High-level only,24,smape,bram,42.889216129221275,False
test,Conv2D,run,High-level only,24,smape,dsp,22.00629810089401,False
test,Conv2D,run,High-level only,24,smape,ff,26.540500252296294,False
test,Conv2D,run,High-level only,24,smape,lut,21.6829498758252,False
test,Conv2D,run,High-level only,24,smape,cycles_max,55.573839126340566,False
test,Conv2D,run,High-level only,24,smape,interval_max,56.13607096594236,False
test,Conv2D,run,High-level only,24,rmse,bram,105.26456982045505,False
test,Conv2D,run,High-level only,24,rmse,dsp,10.933805731892766,False
test,Conv2D,run,High-level only,24,rmse,ff,117886.02973354145,False
test,Conv2D,run,High-level only,24,rmse,lut,27242.20368726039,False
test,Conv2D,run,High-level only,24,rmse,cycles_max,3660408.0075354488,False
test,Conv2D,run,High-level only,24,rmse,interval_max,3695473.3656910392,False
test,Conv2D,run,Late fusion,24,r2,bram,0.6084032125350936,False
test,Conv2D,run,Late fusion,24,r2,dsp,0.8399436325796749,False
test,Conv2D,run,Late fusion,24,r2,ff,0.9633569368585445,True
test,Conv2D,run,Late fusion,24,r2,lut,0.980620767942594,True
test,Conv2D,run,Late fusion,24,r2,cycles_max,0.5911280618557646,False
test,Conv2D,run,Late fusion,24,r2,interval_max,0.6732295582506018,False
test,Conv2D,run,Late fusion,24,smape,bram,32.474642029736444,False
test,Conv2D,run,Late fusion,24,smape,dsp,11.105031618863036,True
test,Conv2D,run,Late fusion,24,smape,ff,16.39849593521186,False
test,Conv2D,run,Late fusion,24,smape,lut,13.247524975911851,False
test,Conv2D,run,Late fusion,24,smape,cycles_max,38.098602237495605,False
test,Conv2D,run,Late fusion,24,smape,interval_max,37.75945652177818,False
test,Conv2D,run,Late fusion,24,rmse,bram,72.06554021994815,False
test,Conv2D,run,Late fusion,24,rmse,dsp,5.779906633223997,False
test,Conv2D,run,Late fusion,24,rmse,ff,30848.032407158084,False
test,Conv2D,run,Late fusion,24,rmse,lut,6299.856551264623,True
