model,split,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
extra_trees_all_context,exemplar,cycles_max,0.1680086851119995,104.10762023925781,1256.1474609375,-36.01448059082031,-457.6181335449219,-707.7029418945312,45.100826263427734,0.0004902620424763882,400
extra_trees_all_context,exemplar,interval_max,-0.17464971542358398,128.71047973632812,593.3232421875,-8.294496536254883,-270.19293212890625,-379.94390869140625,82.9291000366211,0.0004902620424763882,400
rbf_svr_all_context,synthetic_test,lut,0.8042073249816895,24.258304595947266,46232.9765625,0.8631834387779236,-328.0583801269531,-16.011701583862305,12.690753936767578,0.0010492182720839014,294
rbf_svr_all_context,synthetic_test,ff,0.8013684153556824,26.062702178955078,35522.25390625,1.4072673320770264,-24.858245849609375,-10.907322883605957,14.84184455871582,0.0010492182720839014,294
rbf_svr_all_context,synthetic_test,dsp,0.48125404119491577,36.28899383544922,926.522705078125,-0.9185066223144531,-21.503061294555664,-22.255859375,13.035919189453125,0.0010492182720839014,294
rbf_svr_all_context,synthetic_test,bram,0.5229802131652832,32.56193161010742,29.1701717376709,-0.7131826877593994,-14.691372871398926,-11.654555320739746,12.911343574523926,0.0010492182720839014,294
rbf_svr_all_context,synthetic_test,cycles_max,0.4827667474746704,28.039342880249023,743920.4375,-0.5391913652420044,-14.78288459777832,-16.940982818603516,10.46851634979248,0.0010492182720839014,294
rbf_svr_all_context,synthetic_test,interval_max,0.46228814125061035,33.989837646484375,758642.6875,0.259765625,-28.081510543823242,-15.057226181030273,11.474264144897461,0.0010492182720839014,294
rbf_svr_all_context,exemplar,lut,0.40844225883483887,63.32415771484375,21144.12890625,-9.013090133666992,-127.67790222167969,-68.42755126953125,33.313995361328125,0.0008843341275132843,400
rbf_svr_all_context,exemplar,ff,0.06614512205123901,93.75662994384766,16746.21875,49.69523620605469,-45.51056671142578,-17.972742080688477,72.9485092163086,0.0008843341275132843,400
rbf_svr_all_context,exemplar,dsp,-0.04160046577453613,79.32048034667969,718.4658203125,0.0,-50.56025314331055,-79.48224639892578,49.044342041015625,0.0008843341275132843,400
rbf_svr_all_context,exemplar,bram,-0.22666144371032715,65.61354064941406,2.800316095352173,-1.5660405158996582,-65.28913116455078,-59.5760383605957,32.265377044677734,0.0008843341275132843,400
rbf_svr_all_context,exemplar,cycles_max,0.6054105758666992,103.03972625732422,865.0753784179688,-105.53141784667969,-547.3877563476562,-794.3497314453125,40.03477478027344,0.0008843341275132843,400
rbf_svr_all_context,exemplar,interval_max,-0.0734015703201294,121.06844329833984,567.1765747070312,4.381658554077148,-309.4804382324219,-301.0326843261719,75.59140014648438,0.0008843341275132843,400
tabular_mlp_all_context,synthetic_test,lut,0.7893320322036743,25.840822219848633,47957.09765625,-1.7278296947479248,-58.887451171875,-20.651195526123047,13.75003433227539,2.0909493206604225e-05,294
tabular_mlp_all_context,synthetic_test,ff,0.7685181498527527,28.398508071899414,38347.30078125,-1.612243890762329,-13.20382022857666,-16.784271240234375,15.977481842041016,2.0909493206604225e-05,294
tabular_mlp_all_context,synthetic_test,dsp,0.6843547821044922,36.11435317993164,722.733642578125,0.0,-25.098886489868164,-28.529903411865234,13.622828483581543,2.0909493206604225e-05,294
tabular_mlp_all_context,synthetic_test,bram,0.6184852123260498,34.775264739990234,26.087139129638672,0.0,-9.092283248901367,-21.43964958190918,16.103483200073242,2.0909493206604225e-05,294
tabular_mlp_all_context,synthetic_test,cycles_max,0.7824837565422058,29.399099349975586,482424.25,2.1247754096984863,-21.66326141357422,-20.525341033935547,12.917839050292969,2.0909493206604225e-05,294
tabular_mlp_all_context,synthetic_test,interval_max,0.7801369428634644,41.15420150756836,485108.21875,-3.062980890274048,-72.5840835571289,-43.63740158081055,12.739473342895508,2.0909493206604225e-05,294
tabular_mlp_all_context,exemplar,lut,-1.0017249584197998,91.35990905761719,38894.96875,-129.4783935546875,-205.8631591796875,-356.1554260253906,26.433059692382812,2.4545647502236534e-05,400
